id	word1	word2	headline
es_2024	-	-	No basta con pagar, hay que hacerlo correctamente: los efectos prácticos del Registro de Deudores
es_2025	-	-	Inka: "El rap es mi lenguaje, mi identidad y mi forma de expresión"
es_2026	-	-	Magaly Medina estalla en pleno vivo y arremete contra su producción: “Se pueden ir a otros canales”
es_2027	-	-	¿Cómo se fabrican los celulares? Te lo contamos en exclusiva desde la fábrica de OPPO en China
es_2028	-	-	¡Atención! Sólo con este formulario podrás renovar tu permiso de trabajo en Estados Unidos
es_2029	-	-	¿Va a nevar en Estados Unidos durante Thanksgiving 2025? Lugares donde se espera que ocurra
es_2030	-	-	¿Por qué se han disparado las tasas de los bonos públicos en Colombia?, esto explica el Banco de la República
es_2031	-	-	El Spotify Camp Nou vale para todo: Liga y Champions
es_2032	-	-	Una escapada sorprendente al pasado romano de Mérida
es_2033	-	-	Diversos estudios científicos señalan que entrenar —incluso con rutinas suaves— favorece la neuroplasticidad, mejora el estado de ánimo y fortalece la capacidad de afrontar experiencias dolorosas
es_2034	-	-	El 24 de noviembre será feriado bancario por la festividad de la Virgen de Chiquinquirá
es_2035	-	-	Dejó su empleo y su vida atrás para mudarse a Asia como mochilera: ‘Descubrí que podía trabajar para vivir’
es_2036	-	-	Europa lista para el sorteo del repechaje: así quedan delineados los caminos hacia 2026
es_2037	-	-	El nuevo Santa Fe Klan: sin alcohol, sin drogas y con un disco que desnuda su historia
es_2038	-	-	Bono por hijo ha beneficiado a más de 1 millón de mujeres desde su creación y se han pagado más de US$1.700 millones
es_2039	-	-	Alcalde Jhovinson Vásquez rinde cuentas sobre obras para Pachacútec
es_2040	-	-	Las tarifas del taxi aumentan a partir de este jueves en Montevideo: "Una suba menor", definió Óscar Dourado
es_2041	-	-	Pampita y Benjamín Vicuña de gala con sus actuales parejas: sonrisas compartidas y un estricto código de vestimenta
es_2042	-	-	Cuida a tu mascota con hasta 30% de descuento en Waykis Veterinaria gracias al Club El Comercio
es_2043	-	-	12:07 Martín Vizcarra: Poder Judicial dictará sentencia contra expresidente el miércoles 26 a las 9 a.m.
es_2044	-	-	La reivindicación de los loteros: «Lo único que buscamos es actualizar nuestras comisiones con la Lotería de Navidad»
es_2045	-	-	Insólito: la AFA le entregó el trofeo de “Campeón de Liga” a Rosario Central por ser el equipo que más puntos sumó en la Tabla Anual
es_2046	-	-	Accionistas de Tesla aprueban compensación salarial de un billón de dólares a Elon Musk
es_2047	-	-	Los aranceles comienzan a surtir efecto en los precios del vino
es_2048	-	-	“Los ciberataques ya son un negocio de 8 billones de euros en todo el mundo”
es_2049	-	-	La defensa de Pujol pide el sobreseimiento de la causa y, si no, que pueda declarar desde su vivienda
es_2050	-	-	Ofertas imperdibles para celebrar el amor y la amistad: Del 11 al 18 de Septiembre
es_2051	-	-	De sueño a realidad: el exigente desafío de convertirse en una miss
es_2052	-	-	Le ponen los cuernos a conductor de Venga la Alegría y tendrá que dejar la casa que está pagando
es_2053	-	-	¿Dónde queda la primera tienda de Tesla en Colombia?
es_2054	-	-	Mundial 2026: Quedan definidos los grupos y duelos del repechaje de la Uefa
es_2055	-	-	Banderazo oficial: Nacional convocó a hinchas al Gran Parque Central antes del clásico
es_2056	-	-	El coste de la vida y la vivienda fuerza a los jóvenes chinos a buscar su sitio en ciudades secundarias
es_2057	-	-	José María Langlais, un Quijote que soportó estoico tragedias, decenas de operaciones y fracasos financieros
es_2058	-	-	Barcelona necesita los 3 puntos para escalar en la tabla de posiciones y llegar a la cima
es_2059	-	-	Diez murgas, algunas históricas, y el regreso de Zíngaros: estos son los clasificados al Concurso de Carnaval
es_2060	-	-	Un juzgado condena a Meta a pagar 479 millones de euros a decenas de medios por competencia desleal
es_2061	-	-	Básquet: 12 convocados por Uruguay para el inicio de las clasificatorias para el Mundial
es_2062	-	-	Con el plazo encima, los Diputados aceleran salidas para cumplir a tiempo la reforma procesal
es_2063	-	-	El conductor de Bendita mantuvo un ida y vuelta con Moria Casán en su nuevo programa de eltrece; José María Listorti, por su parte, hizo referencia al abrupto final del programa de stream en Carnaval
es_2064	-	-	Todos los videojuegos nominados en los premios The Game Awards 2025: lista completa por categorías
es_2065	-	-	Una familia visionaria que transformó e innovó la educación a lo largo de 100 años
es_2066	-	-	Cómo acercarse a un terremoto llamado Gabriela Mistral: libro reúne su poesía publicada en vida
es_2067	-	-	San Lorenzo de El Escorial, mucho más que su monasterio: descubre esta joya turística a 45 minutos de Madrid
es_2068	-	-	Premios APSAL LATAM 2025: estas fueron las organizaciones galardonadas en la undécima edición
es_2069	-	-	Pampita se animó a un radical cambio de look y mostró cómo le quedó
es_2070	-	-	El Gobierno vuelve a comprar trenes por primera vez en 10 años: invertirá US$ 300 millones
es_2071	-	-	Los mejores textiles de IKEA para decorar y sumar calidez a tu casa este invierno
es_2072	-	-	El nadador y medallista olímpico Rowdy Gaines reveló 5 claves para que los adultos retomen la natación sin lesiones
es_2073	-	-	Más empleo en Antigua, Petén y Escuintla: claves para atraer nuevas inversiones y negocios
es_2074	-	-	“Mejor te llamo”: por qué hemos vuelto a hablar por teléfono
es_2075	-	-	La CNMC permite a Aena subir las tarifas en contra de las aerolíneas y el PP
es_2076	-	-	El día que Sánchez se preguntaba «quién va a pedir disculpas y perdón al fiscal general»
es_2077	-	-	Todos los invitados a la gran fiesta de las burbujas en el Hipódromo de Palermo
es_2078	-	-	Cómo la isla caribeña de Curazao logró la hazaña de convertirse en el país más pequeño en clasificar a un Mundial de fútbol
es_2079	-	-	Así interpretó Tony Mils, nieto de Carlos Slim, el Himno Nacional en partido de la Selección
es_2080	-	-	Medio millón de personas han salido de la pobreza”: Marina del Pilar
es_2081	-	-	BBC Mundo presenta su nueva serie de podcast: “Improbable”
es_2082	-	-	Cómo llegar a Tlalpujahua, el pueblo de la eterna Navidad
es_2083	-	-	La historia del Tiktoker denunciado por una millonaria estafa y que ahora la SBS también tiene en la mira
es_2084	-	-	Tank, uno de los hackers más buscados de la historia, revela desde la cárcel cómo operan las grandes ciberbandas criminales
es_2085	-	-	Aguinaldo: cuándo se cobra y cómo se calcula
es_2086	-	-	Adele y su primer protagónico en Hollywood: qué se sabe sobre 'Cry to Heaven', dirigida por Tom Ford
es_2087	-	-	El Senado da más tiempo para estudiar observaciones a la ley de Residuos Sólidos
es_2088	-	-	Preocupación del Gobierno y terminales automotrices por la caída de exportaciones
es_2089	-	-	¿Cómo impacta la bondad en la salud de nuestro cerebro?
es_2090	-	-	Aún con descuento después del Buen Fin: lo que ofrece la licuadora Vitamix Explorian
es_2091	-	-	El impuesto corporativo de República Dominicana entre más altos
es_2092	-	-	“Vendí 50 canciones para pagar mi disco”: la anécdota que Arjona compartió en pleno concierto
es_2093	-	-	La filosofía japonesa para comer de manera saludable solo llenándonos al 80%
es_2094	-	-	Así fue el papelón de las Ferrari: “Se ve que el dinero no les alcanzó para la educación”
es_2095	-	-	Más de 1.000 camioneros multados en la AP-7 sur, la mayoría por no descansar
es_2096	-	-	Cortes de luz de verano: el barrio donde hicieron un parque solar para evitarlos
es_2097	-	-	¿Se nota en tu día a día que España lidera el crecimiento económico en la eurozona?
es_2098	-	-	Amazon estrena el Black Friday con estos chollos hasta el -70%
es_2099	-	-	¿Considera usted preocupante que el 70 % de los dominicanos está en sobrepeso o en obesidad, según estudio de Salud Pública?
es_2100	-	-	La reacción de Antonia Dell'Atte al despido de Alessandro Lequio: "Ponte la corona de la victoria"
es_2101	-	-	Red Bull Al Agua Pato: en qué consiste esta acuática carrera en bicicleta que debuta en Chile
es_2102	-	-	Amaxofobia: cómo superar el miedo a conducir un auto
es_2103	-	-	Gobierno propone que director de CNR presida el Registro de Personas Naturales
es_2104	-	-	Italia se enfrentará a Irlanda del Norte y, si gana, al vencedor del Gales-Bosnia para estar en el Mundial 2026
es_2105	-	-	Colapinto, antes de Las Vegas: el envión de San Pablo y el ¿final? de la polémica con Stroll
es_2106	-	-	El frío de montaña se intensifica en RD con temperaturas que bajan hasta los 5 °C
es_2107	-	-	Miss Jamaica sufre aparatosa caída en la preliminar de Miss Universe 2025: fue sacada en camilla
es_2108	-	-	El fermento milenario que despierta el interés de la ciencia
es_2109	-	-	El “monopatín” que utilizó una estrella del fútbol durante la gala que lo convirtió en el “Jugador Africano del Año”
es_2110	-	-	Los secretos de la evolución: cómo las barreras físicas y biológicas definen el techo de las especies
es_2111	-	-	Los cines Verdi de Gràcia cerrarán un súper para crear dos nuevas salas
es_2112	-	-	“Evita su consumo”: el sello negro que hace temblar a la industria de los ultraprocesados
es_2113	-	-	La doble versión que le llegó al presidente Petro sobre 'Runcho', excapo al que señaló de ser el jefe de 'Mordisco'
es_2114	-	-	Bake Off Famosos Uruguay: el cine llegó a la carpa, los pasteleros trabajaron en duplas y "Se picó"
es_2115	-	-	Guatemaltecos disfrutan de la inauguración del Árbol Gallo 2025
es_2116	-	-	Irene Vallejo: "Mi próximo libro unirá el ensayo y la novela"
es_2117	-	-	Tres 'gallinas' en vinagre, y no una, dicen en el PP
es_2118	-	-	El Banco Central volvió a bajar las tasas de corto plazo antes de una licitación de deuda clave
es_2119	-	-	Lluvias en distintos puntos del país por efectos de dos vaguadas este jueves
es_2120	-	-	Mercadona anuncia un cambio temporal en su surtido de huevos por el brote de gripe aviar: «Es puntual»
es_2121	-	-	Arelis Ricourt propone ante el CNM una Suprema más moderna, eficiente y sin papel
es_2122	-	-	Feijóo señala a Sánchez en la “operación” contra Ayuso que ha condenado al fiscal: “Es un peón de la cabeza del Gobierno”
es_2123	-	-	Juano: “Las canciones terminan tomando más sentido a través del contacto con la gente”
es_2124	-	-	Repechaje Mundial 2026: Así quedaron definidos los duelos que se jugarán en Monterrey y Guadalajara
es_2125	-	-	La hermana Eva: la exmodelo de 21 años que eligió la vida religiosa y se volvió viral
es_2126	-	-	Vacunación: cae la cobertura y no se dimensionan las consecuencias
es_2127	-	-	Audiencia vecinal en Jesús María: las claves del alcalde Gálvez sobre seguridad y áreas verdes
es_2128	-	-	Aún con descuento después del Buen Fin: lo que ofrece la licuadora Vitamix Explorian Aunque el Buen Fin ya terminó, la Vitamix E310 sigue rebajada. Si cocinas con frecuencia, esta licuadora profesional puede ser toda una inversión
es_2129	-	-	¿Cuánto costaba una barra de pan hace 50 años? ¿Y un coche? Así vivíamos y así vivimos
es_2130	-	-	La campeona de Italia vence a Austria y pasa a semifinales en la Copa Davis
es_2131	-	-	¿Cuánto ganará la nueva reina del Miss Universo 2025? Conoce la suma de premio que recibe
es_2132	-	-	Moncloa nombrará nuevo fiscal general "en los próximos días" tras la condena a García Ortiz
es_2133	-	-	HBO renueva ‘La casa del dragón’ y ‘El caballero de los siete reinos’ y desvela el calendario para la saga ‘Juego de tronos’
es_2134	-	-	¿Comes por estrés? No estás solo y aquí te explicamos por qué lo hacemos
es_2135	-	-	En el top de la calidad: Las universidades con mejor acreditación en Chile
es_2136	-	-	Tres días que pueden transformar su negocio con Black Friday Colombia
es_2137	-	-	Este fotógrafo documentó sus 396 días en el Amazonas
es_2138	-	-	“Baby Shark”: acciones del estudio creador del video más visto de YouTube se dispararon
es_2139	-	-	Puente se compromete a que en 2027 la conexión de Almería a la frontera francesa esté completa
es_2140	-	-	¿Culpa de Anto Lima? Horacio Rubino fue eliminado de Bake Off y una actitud de la modelo desató indignación
es_2141	-	-	Uruguay cayó 5-1 ante Estados Unidos en un amistoso que preocupa a meses del Mundial
es_2142	-	-	Lanzamiento del nuevo libro del endocrino Rosero: contenidos imperdibles para la salud y el bienestar
es_2143	-	-	Dos destacadas escritoras de Nueva Zelanda son descalificadas del mayor premio literario del país por portadas generadas con IA
es_2144	-	-	Una profesora universitaria explica cuál es el mejor momento para medir la presión arterial: “Debe hacerse en una habitación tranquila entre 20 y 25 ºC, tras cinco minutos de reposo”
es_2145	-	-	Regulación: la “patata caliente” de la inteligencia artificial
es_2146	-	-	Una chiquilla caprichosa y desobediente que se convirtió en la inefable reina del aire
es_2147	-	-	Más de la mitad de las recomendaciones de la Asamblea para el Clima han sido ignoradas
es_2148	-	-	El Supremo condena al fiscal general por un delito de revelación de secretos y lo inhabilita por dos años
es_2149	-	-	Antonia dell'Atte, tras el despido de Lequio: “Hasta Ana Rosa Quintana ha tenido que rendirse”
es_2150	-	-	El vórtice polar está a punto de causar un cambio drástico en los patrones del clima
es_2151	-	-	“Es increíble que hablen de recambio, no tienen idea lo importante que es que un jugador tenga 80 partidos en la selección”
es_2152	-	-	Brillo, color y elegancia: las tendencias de maquillaje y uñas que marcarán las fiestas de Navidad y fin de año
es_2153	-	-	De la lente al plato: la revolución sensorial de Xiaomi
es_2154	-	-	Isabella Heseltine, de comida a domicilio a un imperio de la restauración
es_2155	-	-	Miss Universo 2025: Todas las candidatas del certamen y las favoritas para llevarse la codiciada corona
es_2156	-	-	Qué es el scoring y por qué te puede dejar afuera de un préstamo para comprar una propiedad
es_2157	-	-	Yarlung Zangbo, Colca, Añisclo y otros grandes cañones que no son el del Colorado, en imágenes
es_2158	-	-	Video Así han cambiado los actores de “Stranger Things” entre la primera y la última temporada
es_2159	-	-	The Beatles Anthology: cuándo se publica el último disco y cómo ver el nuevo documental de la banda
es_2160	-	-	El desconsolado llanto de Mauro Zárate cuando le mostraron un video de sus padres tras su primer gol profesional
es_2161	-	-	Pacientes del Seguro Social denuncian escasez de agujas para punción de hemodiálisis
es_2162	-	-	Cinco hipotecas con las que pagarás una cuota más baja
es_2163	-	-	Congreso. Feijóo, con Sánchez de viaje, el único líder político que acompañará al Rey en el acto que conmemora el arranque de la Transición
es_2164	-	-	Ciberdelincuentes 4.0: cuando la tecnologia y la IA juegan en el lado oscuro
es_2165	-	-	¿El papel higiénico fue el producto más vendido del Cyber Monday?: confusión en las redes por comentarios de CFK
es_2166	-	-	Bolivia iniciará su camino con Surinam e Italia con Irlanda del Norte
es_2167	-	-	La noche que Keith Moon colapsó en un show de The Who y un fan de 19 años lo reemplazó
es_2168	-	-	Consecuencias de los malos hábitos nocturnos y el estrés diario, según experto
es_2169	-	-	La broma del periodista Miguel Ángel Aguilar a la Reina que hizo intervenir al Rey: «Le gusta la ...
es_2170	-	-	AIEP está de Moda 2025, XVI versión: el hilo de la innovación marcó tendencia en la pasarela nacional
es_2171	-	-	Con la soja ajustada en precio, el maíz se abre paso en la zafra de verano
es_2172	-	-	La revolución silenciosa de la canoterapia: cómo los perros transforman la rehabilitación de adultos mayores
es_2173	-	-	SII presenta querella contra comerciante del sector de la Vega Central, por un perjuicio fiscal superior a los $2 mil millones
es_2174	-	-	Zoox de Amazon avanza con su servicio de robotaxis en San Francisco, por ahora gratis
es_2175	-	-	Dani La Chepi contó el susto médico que atravesó y generó preocupación en redes
es_2176	-	-	Cuky Pérez, experta en Data Science: “Hay que mirar a Chile en los próximos 40 años: ¿dónde queremos estar?"
es_2177	-	-	Operación Lucero (O cómo hacer que casi cuatro días le parezcan casi cuarenta a un niño)
es_2178	-	-	Es violinista, nació en Lanús y desde Austria sorprende al mundo con su virtuosismo
es_2179	-	-	Paris Jackson denuncia mala gestión de 464 millones en el patrimonio de Michael Jackson
es_2180	-	-	Voleibol Playa: Hans Hannibal y Nicolás Llambías finalizaron su actuación en el Mundial
es_2181	-	-	“Observólogos” buscan darle a un caracol raro una oportunidad en el amor en Nueva Zelandia
es_2182	-	-	Etcheverry se mide en el primer set ante Struff en busca del primer punto de Argentina ante Alemania en la Copa Davis
es_2183	-	-	Foster the People se apoderó de El Salvador con un show vibrante
es_2184	-	-	La NASA desvela al fin sus imágenes de 3I/ATLAS, el ‘misterioso’ cuerpo interestelar: “Parece un cometa y se mueve como un cometa”
es_2185	-	-	VIDEOS | Así fueron los trajes nacionales de Centroamérica en Miss Universo 2025
es_2186	-	-	IDERO lanza “Casa Propia”: un nuevo paradigma para cumplir el sueño de tener un hogar
es_2187	-	-	Memorias de Vuelta de Obligado: la trama secreta de las negociaciones de Rosas frente a Inglaterra y Francia Por Pacho O'Donnell
es_2188	-	-	Grupo Bimbo reconoce a sus mejores proveedores globales en su Junta Anual 2025
es_2189	-	-	¿Dónde comprar queso en CDMX?
es_2190	-	-	El masterplan que redefine el eje urbano entre San Isidro, Tigre y Nordelta cuenta con espacios verdes, infraestructura de primer nivel y una localización estratégica que lo convierte en un verdadero downtown suburbano.
es_2191	-	-	Tepatitlán alza la voz por regreso del ascenso y descenso a la Liga MX: “Todos en Expansión soñamos con Primera División”
es_2192	-	-	Pitcheo cibaeño deja a los Toros en tres hits, Águilas extienden a siete su racha de victorias
es_2193	-	-	Temblor en México hoy, jueves 20 de noviembre: ver epicentro del último sismo según SSN
es_2194	-	-	Receta de crepas de avena con frutos rojos, libres de gluten, ideales para un antojo saludable
es_2195	-	-	Cloudflare explicó cómo se originó la falla que ayer dejó inaccesible al 20% de internet
es_2196	-	-	Bolaños incide en el «respeto al fallo» del Supremo, aunque afirma que no lo «comparten»
es_2197	-	-	Dos jueces de Miss Universo renuncian en medio de acusaciones de que el concurso está amañado y tras el escándalo con Miss México
es_2198	-	-	Se levantó el paro indefinido en La Calera: los bloqueos duraron 17 horas
es_2199	-	-	Festival de las flores 2025 llena de color la Antigua Guatemala
es_2200	-	-	WhatsApp: cómo escribir con letras de colores y diferentes fuentes
es_2201	-	-	La noche mágica de Oasis en el Estadio Nacional cargada de hits y fervor popular
es_2202	-	-	“Promesa continuará inconclusa mientras inseguridad amenace”.
es_2203	-	-	Bruselas rechaza que el plan de paz de EE.UU. y Rusia no tenga en cuenta a Ucrania y la UE
es_2204	-	-	La revolución digital también puede ser sostenible
es_2205	-	-	En qué provincia se pagan los sueldos más altos y en cuál los más bajos
es_2206	-	-	Informales realizaron una veintena de visitas al Congreso antes de la ampliación del registro del Reinfo
es_2207	-	-	Christian Nodal pasa más de 17 horas en un reclusorio y Fiscalía mexicana aclara resolución sobre el caso: "No fue exonerado"
es_2208	-	-	Suaves y aireados, con la receta de Ximena Sáenz Por Ximena Sáenz
es_2209	-	-	ELIMINATORIAS James alucinó con actuación de Gio Moreno en Kings League
es_2210	-	-	Tortuga morrocoy que fue tenida como mascota por 30 años y de forma ilegal, sufrió graves cambios en su cuerpo
es_2211	-	-	De acuerdo a un estudio, sorprenden los resultados al preguntar si salvarías primero a tu mascota o a otro ser humano El dato surge de estudios sobre dilemas morales y revela hasta qué punto el vínculo afectivo con las mascotas puede superar la empatía hacia desconocidos
es_2212	-	-	Mundial 2026: sortearon repechaje europeo. ¿Cuáles son los enfrentamientos más destacados?
es_2213	-	-	Equipos de seguridad de Kast y Matthei se reúnen de cara al balotaje: también participó el secretario general de Demócratas
es_2214	-	-	Mirtha Legrand fue a ver el estreno de Ricardo Darín y Andrea Pietra: “Arriba ustedes y arriba el teatro”
es_2215	-	-	Alemania ya no quiere liderar la lucha contra el cambio climático
es_2216	-	-	CONTENT LAB Un paso clave en el control de la garrapata bovina En Corrientes, Biogénesis Bagó lanzó Biozectra, un nuevo garrapaticida que redefine el control de este parásito, en el marco de una jornada donde referentes del sector presentaron avances en sanidad animal.
es_2217	-	-	Mayor seguridad y calidad del medio ambiente: por qué la gente era más feliz hace 50 años, según sondeo global de Ipsos
es_2218	-	-	Menores y adultos mayores podrán tramitar su DNI electrónico sin costo alguno.
es_2219	-	-	¿Robots cuadrúpedos, humanoides o industriales? De Fukushima a los almacenes de Amazon, las máquinas trabajadoras conquistan el mundo físico
es_2220	-	-	Los videos que registraron a los ladrones antes de robar en la casa de Valeria Mazza Por Gabriel Di Nicola
es_2221	-	-	La palabra del año 2025 del Diccionario de Cambridge es "parasocial" y captura un fenómeno moderno "poco saludable"
es_2222	-	-	El restaurante con un patio de la época colonial que abrió en la intimidad de un museo porteño
es_2223	-	-	Albert Fay, el charrúa que conquistó a El Salvador evitando goles y sirviendo asados
es_2224	-	-	Un frío récord se instala en el sur de EE.UU., pero se avecina otro gran cambio
es_2225	-	-	La conductora habló de la actualidad de Marcelo Tinelli, del final de su ciclo de streaming en Carnaval y apuntó contra su excompañero
es_2226	-	-	La primera ministra de Japón dice que duerme tres horas al día: por qué es un error pensar que el sueño es una pérdida de tiempo
es_2227	-	-	Renzo Manyari: “No es que existan obras inconclusas que hagan inviable los Bolivarianos 2025”
es_2228	-	-	Meghan Markle presume amor con Harry mientras fuentes aseguran que viven vidas separadas: "Nadie en el mundo me quiere más que él"
es_2229	-	-	Uber y Lyft ven una evolución gradual hacia los vehículos autónomos
es_2230	-	-	La autoridad monetaria recortó el rendimiento que paga a bancos por sacar dinero de circulación del 22% al 20 por ciento. Busca generar incentivos para que los inversores tomen títulos del Tesoro que pagan mejores intereses en la emisión de deuda de la semana que viene
es_2231	-	-	Un DT argentino cuenta la influencia del Mundial 2022 y del ídolo en los juveniles
es_2232	-	-	La selección de Conmebol enfrentará a otra sudamericana, pero que juega en Concacaf: Surinam. RD Congo e Irak esperan en las finales.
es_2233	-	-	Keylor Navas se pronuncia después del adiós de Costa Rica al Mundial 2026.
es_2234	-	-	Mikel Santiago, escritor español y superventas: “Hay un momento en el éxito en el que te quieres ocultar”
es_2235	-	-	Eminem inicia acciones legales contra una marca australiana por similitudes con su nombre
es_2236	-	-	La divertida tarde de Evangelina Anderson junto a sus hijas y las de Wanda Nara a puro baile y piscina
es_2237	-	-	La Iglesia, abierta a cambiar la fecha de la Semana Santa: «Plantea cuestiones difíciles»
es_2238	-	-	El Gobierno eleva al 11% su propuesta de mejora salarial para los funcionarios hasta el 2028
es_2239	-	-	La crisis peronista y los cimbronazos internos del Gobierno
es_2240	-	-	‘Stranger Things’: el antes y el después de los actores, de la primera a la quinta temporada (2016-2025)
es_2241	-	-	La Pedrera celebra la cultura guatemalteca con su primer Festival de Barriletes
es_2242	-	-	Presupuesto 2026 entra a su etapa final: qué pasa si se rechazan los recursos para un ministerio en el Senado
es_2243	-	-	El Mundial Sub 17 entra en su fase final: los detalles de los cuartos de final que se juegan este viernes en Doha
es_2244	-	-	Meta notificará a menores de 16 años en Australia que desactivará sus cuentas
es_2245	-	-	“The Running Man”: la película distópica que propone correr para sobrevivir al espectáculo
es_2246	-	-	La ganadería argentina, en las gateras de una nueva era
es_2247	-	-	¿Qué acciones puede tomar la PNP frente a un prófugo que da una larga entrevista desde la clandestinidad?
es_2248	-	-	La calle argentina que fue elegida entre las 30 más “cool” del mundo
es_2249	-	-	Cultura purga al trabajador que reveló los daños de la colección Laurent: «Han ido a cazarle por denunciar»
es_2250	-	-	Antoni Carreño, 88 años y campeón del mundo de tenis sénior: “Entreno, hago pesas, bici y paseos”
es_2251	-	-	Aguinaldo: cuándo se cobra en diciembre 2025 y cómo se calcula
es_2252	-	-	Apple celebra sus 40 años en España con un concierto en la Puerta del Sol
es_2253	-	-	Leonardo DiCaprio producirá un documental sobre rodaje del clásico ‘El mago de Oz’
es_2254	-	-	El FBI intensifica la búsqueda del canadiense al que llaman el “Pablo Escobar moderno”
es_2255	-	-	Estos son los alimentos que aportan más colágeno
es_2256	-	-	Tras el récord de Klimt, Frida Kahlo podría convertirse en la artista más cara de la historia
es_2257	-	-	Grabada en un muro y con guiño a The Beatles: la historia de Wonderwall, el himno de Oasis que hoy sacudirá a Santiago
es_2258	-	-	México alcanza un nuevo máximo de inversión extranjera directa con 41.000 millones de dólares al tercer trimestre
es_2259	-	-	¿Será importante conocer el pasado de las sociedades?
es_2260	-	-	Delcy Rodríguez ratifica orden presidencial de alcanzar 2 millones de emprendedores para 2025
es_2261	-	-	FMI señala que El Salvador se comprometió a no aumentar cantidad de bitcóin almacenada
es_2262	-	-	La evolución de la tabla sobre el agua que combina equilibrio, destreza y velocidad
es_2263	-	-	Una automotriz ofrece siete de sus autos a tasa 0%, financiados y en hasta 24 cuotas
es_2264	-	-	Bio retrato: fotografía e identidad en escuelas públicas de Montevideo
es_2265	-	-	Detuvieron en Argentina a Fernández Albín, líder del clan Albín y socio de Sebastián Marset
es_2266	-	-	Qué es Gemini 3 y qué novedades trae la IA “más inteligente” de Google
es_2267	-	-	Quien era Toño Salazar, el "príncipe de los caricaturistas" que creció en Santa Tecla
es_2268	-	-	“Rejuvenecer es posible”: el estudio que muestra evidencia sobre tratamiento para revertir la edad biológica
es_2269	-	-	En los últimos tres años se han incrementado los incidentes en el Metro: ¿qué está pasando?
es_2270	-	-	¿Estás listo para comer rico, sano y de forma sostenible en el tiempo?
es_2271	-	-	FIFA sorteó los partidos de los Repechajes que definirán a los últimos 6 clasificados al Mundial 2026
es_2272	-	-	Quién construirá los 38 puentes y 5 túneles nuevos del plan de movilidad de la capital
es_2273	-	-	Black Friday: el 78% de españoles piensa gastar más que en 2024
es_2274	-	-	Se escribían cartitas en la primaria, un anillo los unió en el Dakar y hoy son campeones mundiales
es_2275	-	-	Las mil vidas de Pedro Mari Sánchez: “Me daba rabia que me llamaran guapo”
es_2276	lavar	bicicleta	-
es_2277	cortar	silla	-
es_2278	mover	toalla	-
es_2279	medir	huevo	-
es_2280	rociar	refrigerador	-
es_2281	perforar	laptop	-
es_2282	medir	refrigerador	-
es_2283	sacudir	tela	-
es_2284	mezclar	zapatos	-
es_2285	desgranar	pimienta	-
es_2286	rociar	banana	-
es_2287	perforar	tomate	-
es_2288	rodar	banana	-
es_2289	perforar	libro	-
es_2290	rociar	laptop	-
es_2291	rodar	camisa	-
es_2292	sacudir	silla	-
es_2293	medir	cabello	-
es_2294	mezclar	maíz	-
es_2295	perforar	calabaza	-
es_2296	martillar	flor	-
es_2297	martillar	laptop	-
es_2298	rociar	teclado	-
